AUTHOR;DATES / CENTURY;VIAF;TITLE;YEAR;PLACE;EDITOR;PUBLISHER / DEALER;LANGUAGE;other EDITIONS;KEY WORD 1; KEY WORDS 2;KEY WORDS 3;KEY WORDS 4;KEY WORDS 5;KEY WORDS Unite;LINKS;TOPIC OR SUBJECT 1;TOPIC OR SUBJECT 2;TOPIC OR SUBJECT 3
Valencia, Gregorius;[1549] - 1603;http://viaf.org/viaf/79014517;De sacro Sancto Missae sacrificio contra impiam disputationem Tubinge nuper à Iacobo Herbrando propositam, atq. adeò contra peruersissimam Lutheri, Kemnicii;1580;Ingolstadt;;Davidem Sartorium;Latin;;Catholic;Controversy ;Luther;Tubingen;;"Catholic;Controversy ;Luther;Tubingen;";https://books.google.it/books?id=pVqy_uraI0cC&printsec=frontcover&redir_esc=y#v=onepage&q&f=false;4. Sacrifice and Eucharist (16th-18th century);;
Veron, François;1575 - 1649;http://viaf.org/viaf/12317799;Conference entre le P. François Veron de la Compagnie de Iesus, et le Sieur de Langle M. de Queuilly, lez-Roüen, assisté de son Collegue le Sieur de la Riuiere. Sur le sacrifice de la messe Propitiatoire pour les Viuans & Trespassez;1619;Rouen;;Nicolas Le Prevost;French;;Mass;Eucharist;Jesuit;Catholic;;"Mass;Eucharist;Jesuit;Catholic;";https://books.google.it/books?id=gZCkmxUardQC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false ;4. Sacrifice and Eucharist (16th-18th century);;
De Vio, Tommaso;1469 - 1534;http://viaf.org/viaf/49196005;Adversus Luteranos iuxta scripturam tractatus de sacrificio missae, de communione, de confessione, de sactisfactione, de invocatione sanctorum;1532;Cologne;;Quentel;Latin;;Catholic;Mess;Controversy;Mess;Sacrament;"Catholic;Mess;Controversy;Mess;Sacrament";https://daten.digitale-sammlungen.de/0003/bsb00035928/images/index.html?fip=193.174.98.30&id=00035928&seite=1;4. Sacrifice and Eucharist (16th-18th century);;
Viret, Pierre;1511 - 1571;http://viaf.org/viaf/32318;De la vraye et fausse religion : touchant les voeus et les sermens licites et illicites : et notamment touchant les voeus de perpetuelle continence et les voeus d'anatheme et d'execration et les sacrifices d'hosties humaines, et de l'excommunication en toutes religions;1560;[Geneva?];;Jean Rivery;French;;Calvinist;Discipline;Abstinence;Self-sacrifice;;"Calvinist;Discipline;Abstinence;Self-sacrifice;";https://books.google.ch/books?id=oVGgj00y17wC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false ;4. Sacrifice and Eucharist (16th-18th century);;
Watts, Isaac;1674 - 1748;http://viaf.org/viaf/17298403;The Redeemer and the Sanctifier: or The sacrifice of Christ and the operations of the Spirit vindicated [&c. By I. Watts];1737;London;;J. Oswald;English;;Christ's sacrifice;Redemption;Controversy;Protestant;;"Christ's sacrifice;Redemption;Controversy;Protestant;";http://books.google.com/books/download/The_Redeemer_and_the_Sanctifier__or_The_.pdf?id=0rgCAAAAQAAJ&output=pdf&sig=ACfU3U2uDCCAZPND7-EyELz0se-TPPOoRA;4. Sacrifice and Eucharist (16th-18th century);;
Geusius, Jacobus ;? - ?;http://viaf.org/viaf/18338089;Victimae Humanae, complexa Modos, Ceremonias et Tempora quibus olim Homines Diis suis immolabant et humanum sanguinem libabant;1675;Groningen;;Lens, Dominicus;Latin;;Ancient Rituals;Humand Sacrifice;Blood;History;;"Ancient Rituals;Humand Sacrifice;Blood;History;";https://books.google.it/books?id=LsQDn-m49Q4C&pg=PP3&lpg=PP3&dq=Victimae+Humanae,+complexa+Modos,+Ceremonias+et+Tempora+quibus+olim+Homines+Diis+suis+immolabant+et+humanum+sanguinem+libabant&source=bl&ots=epc1Vni5tw&sig=ACfU3U288v45xUJyDUn3tsaTEOjd_YQ5Ew&hl=it&sa=X&ved=2ahUKEwjBuarYjtjwAhUBDuwKHaAXA7UQ6AEwBnoECAcQAw#v=onepage&q=Victimae%20Humanae%2C%20complexa%20Modos%2C%20Ceremonias%20et%20Tempora%20quibus%20olim%20Homines%20Diis%20suis%20immolabant%20et%20humanum%20sanguinem%20libabant&f=false;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Blount, Charles ;1654 - 1693;http://viaf.org/viaf/59242131;Great is Diana of the Ephesians, or, The Original of Idolatry, Together with the Politick Institution of the Gentiles Sacrifices;1680;London;;n. p.;English;;Diana;Idolatry;Ancient Sacrifice;Paganism;;"Diana;Idolatry;Ancient Sacrifice;Paganism;";https://quod.lib.umich.edu/e/eebo/A28435.0001.001?view=toc;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
"
Choul, Guillaume du";[1496] - 1555;http://viaf.org/viaf/100204710;Discours sur la religion des anciens Romains;1556;Lyon;;Rouille, Guillaume;French;;Ancient Rituals;Antient Romans;Antiquarianism;;;"Ancient Rituals;Antient Romans;Antiquarianism;;";https://gallica.bnf.fr/ark:/12148/bpt6k54532z.image;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Montesquieu, Charles de Secondat;1689 - 1755;http://viaf.org/viaf/27069096;Pensées;1964;Paris;Barkhausen, Henry;Seuil;French;;Ancient Rituals;Ancient Christians;Antiquarianism;;;"Ancient Rituals;Ancient Christians;Antiquarianism;;";https://www.worldcat.org/title/uvres-completes/oclc/1806765;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Montesquieu, Charles de Secondat;1689 - 1755;http://viaf.org/viaf/27069096;Lettres persanes;1721;Amsterdam;Brunel, Pierre;;French;;Ancient Rituals;Ancient Christians;Iran;;;"Ancient Rituals;Ancient Christians;Iran;;";https://gallica.bnf.fr/ark:/12148/bpt6k1051588x/f5.image.r=;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Jaucourt, Louis de;1704 - 1780;http://viaf.org/viaf/51744988;Sacrifice d'Abel;1751 - 1765;Paris;;;French;;Blood;Abel;Old Testament;Animals;;"Blood;Abel;Old Testament;Animals;";"https://gallica.bnf.fr/ark:/12148/bpt6k50546p?rk=128756;0";2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Stuckius, Johann Wilhelm; 1542 - 1607;http://viaf.org/viaf/79252936;Sacrorum, sacrificiorumque gentilium brevis et accurata descriptio;1598;Zürich;;Wulpius, Johannis;Latin;;Ancient Rituals;Ancient Romans;;;;"Ancient Rituals;Ancient Romans;;;";https://books.google.it/books?id=XG5FAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Mallet, Edme [L'Abbé];1713 - 1755;http://viaf.org/viaf/39619852;Holocauste;1751 - 1767;Paris;;;French;Losanna, 1781;Animals;Blood;Reconciliation;;;"Animals;Blood;Reconciliation;;";https://www.google.it/books/edition/Encyclop%C3%A9die_ou_dictionnaire_raisonn%C3%A9/Xgw7AAAAcAAJ?hl=it&gbpv=1&dq=encyclop%C3%A9die+ou+dictionnaire+raisonn%C3%A9+des+sciences+des+arts+et+des+m%C3%A9tiers+volume+8&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Jaucourt, Louis de ;1704 - 1779;http://viaf.org/viaf/51744988;Moloch;1751 - 1766;Paris;;;French;Neuchatel, 1765;Moloch;;;;;"Moloch;";https://www.google.it/books/edition/Encyclop%C3%A9die_ou_Dictionnaire_raisonn%C3%A9/wDMsgMra5r8C?hl=it&gbpv=1&dq=encyclop%C3%A9die+ou+dictionnaire+raisonn%C3%A9+des+sciences+des+arts+et+des+m%C3%A9tiers+volume+10&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Jaucourt, Louis de ;1704  -1779;http://viaf.org/viaf/51744988;Sacrifices des Hébreux;1751 - 1767;Paris;;;French;;Jews;Old Testament;Paganism;;;"Jews;Old Testament;Paganism;;";"https://gallica.bnf.fr/ark:/12148/bpt6k50546p?rk=128756;0";2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Jaucourt, Louis de ;1704 - 1779;http://viaf.org/viaf/51744988;Sacrifice du paganisme;1751-1768;Paris;;;French;;Paganism;Idolatry;Blood;;;"Paganism;Idolatry;Blood;;";"https://gallica.bnf.fr/ark:/12148/bpt6k50546p?rk=128756;0";2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Jaucourt, Louis de ;1704 - 1779;http://viaf.org/viaf/51744988;Fanatisme;1751-1765;Paris;;;French;;Paganism;Ancient Rituals;;;;"Paganism;Ancient Rituals;;;";https://www.google.it/books/edition/Encyclop%C3%A9die_Ou_Dictionnaire_Raisonn%C3%A9/GnVEAAAAcAAJ?hl=it&gbpv=1&dq=encyclop%C3%A9die+ou+dictionnaire+raisonn%C3%A9+des+sciences+des+arts+et+des+m%C3%A9tiers+volume+6&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Fabrot, Charles Annibal;1580 - 1659;http://viaf.org/viaf/46751372;Ad tit. cod. Theodosiani de paganis, sacrificiis, & templis, notae;1618;Lutetia;;Cramoisiy, Sebastianus;Latin;;;;;;;;https://books.google.com.bz/books?id=91IUAAAAQAAJ&printsec=frontcover&hl=it#v=onepage&q&f=false;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
Merula, Paullus;1558 - 1607;http://viaf.org/viaf/76746817;Opera varia posthuma, De sacrificiis romanorum. De sacerdotibus romanorum. De legibus romanorum. De comitiis romanorum & praemiis quae militiam sequebantur. Juxta autographum cum amplissimo indice edita & recensita;1684;Leiden;;"A Mersche, Petrus; De Vivie, Joannis";Latin;;;;;;;;https://books.google.it/books?id=Oj5AAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
"[Bolland, Jean; Henschen, Godefridus; Tollenaer, Jean de]";"1596 - 1695; 1601 - 1681; 1582 - 1643";"http://viaf.org/viaf/44321670; http://viaf.org/viaf/36941415; http://viaf.org/viaf/45404041";Imago primi saeculi Societatis Iesu a Provincia Flandro-Belgica eiusdem Societatis repraesentata;1640;Antwerp;;ex Officina Plantiniana Balthasaris Moreti;Latin;;Catholicism;Jesuits (S.J.);Antiquarianism;First Christians;;"Catholicism;Jesuits (S.J.);Antiquarianism;First Christians;";https://www.google.it/books/edition/Imago_Primi_Saeculi_Societatis_Iesu/AulVAAAAcAAJ?hl=it&gbpv=1&dq=imago+primi+saeculi&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);6. Sacrifices of self: Martyrology after Reformation (16th-18th century);
"Cavalieri, Giovanni Battista; Circignani, Niccolò";"[1525] - 1601; [1520] - [1596]";"http://viaf.org/viaf/66739143; http://viaf.org/viaf/88623996";Ecclesiae militantis triumphi sive Deo amabilium martyrum gloriosa pro Christi fide certamina ... in ecclesia S. Stephani Rotundi, Romae Nicolai Circiniani pictoris manu visuntur depicta [...];1583;Rome;;Bartholomeus Grassi;Latin;Rome, Bartholomeus Grassi, 1585;Catholicism;Engravings;Rome;First Christians;;"Catholicism;Engravings;Rome;First Christians;";https://www.google.it/books/edition/Ecclesiae_militantis_triumphi_siue_Deo_a/nGHZ5B4YJYAC?hl=it&gbpv=1&dq=ecclesiae+militantis+triumphi&printsec=frontcover;2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century);;
