AUTORE,TITLE or subject,ANNO,PROVENIENZA,LUOGO DI CONSERVAZIONE,KEY WORD 1, KEY WORDS 2,KEY WORDS 3,KEY WORDS 4,KEY WORDS 5,LINKS,FORMATO,TOPIC,TOPIC,TOPIC,NOTES FOR INTERNAL USE,Responsible
"Heylan, Francisco (1584 - 1650)",Genealogy tree (Jews),[ before 1741 ],"Diego Nicolás Heredia Barnuevo, Mystico ramillete historico, chronologyco, panegyrico, texido de las tres fragrantes flores del nobilissimo antiguo origen, exemplarissima vida, y meritissima fama posthuma del Ambrosio de Granada ... el Illmo. y V.Sr. Don Pedro de Castro, Vaca y Quiñones ... Arzobispo de Granada, y Sevilla, y Fundador Magnifico de la Insigne Iglesia Colegial del Sacro Monte Illipulitano. Impreso en Granada en la Imprenta Real, 1741.","Biblioteca de la Facultad de Filosofía y Letras, Universidad de Granada",Sacromonte (Granada),Biblical Representations,"Bible, Old Testament",Jews,Genealogy,,PNG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Bosco
"Heylan, Francisco (1584 - 1650)","Copia de una plancha de libros plúmbeos del Sacromonte, Granada",[ before 1741 ],"Diego Nicolás Heredia Barnuevo, Mystico ramillete historico, chronologyco, panegyrico, texido de las tres fragrantes flores del nobilissimo antiguo origen, exemplarissima vida, y meritissima fama posthuma del Ambrosio de Granada ... el Illmo. y V.Sr. Don Pedro de Castro, Vaca y Quiñones ... Arzobispo de Granada, y Sevilla, y Fundador Magnifico de la Insigne Iglesia Colegial del Sacro Monte Illipulitano. Impreso en Granada en la Imprenta Real, 1741.","Biblioteca de la Facultad de Filosofía y Letras, Universidad de Granada",Jews,Judaism,Leaden books (libros plúmbeos),Relics,,,PNG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,In realtà sarebbe forse più appropriato il Topic n. 2 : Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Será lo mismo,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No se puede mirar,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Caridad,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Populacho,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Grande Hazaña ... con muertos,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No quieren (n. 9),1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Curarlos, y á otra",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Así sucedió,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Carretadas al cementerio,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Enterrar y Callar,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Escapan entre llamas,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Lo merecía,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Lo mismo en otras partes,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Amarga presencia,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",¿Por qué?,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No se puede saber por qué,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Tantos, y más …",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Bien te se está,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Con razón o sin ella,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Con razón o sin ella (bis),1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Y son fieras,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No quieren (n. 10),1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Desastres de la Guerra, n. 11 [ Women being raped by soldiers ]",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Duro es el paso,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No hay remedio,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Se aprovechan,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",No se convienen,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Por una navaja,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Esto es peor,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",¡Bárbaros!,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Al Cementerio,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Esto es malo,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Estragos de la Guerra,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Fuerte cosa es! [ Desastres de la Guerra, n. 31 ]",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Fusilamientos [ Los Desastres de la Guerra ],1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",¡Qué valor!,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Para eso habeis nacido,1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Qué hay que hacer mas … (Desastres de la Guerra, n. 33)",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Se defiende bien [ Desastres de la Guerra ],1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)","Ya no hay tiempo (Desastres de la Guerra, n. 19)",1863,"Etching in : GOYA Francisco, Desastres de la guerra. Zaragoza, 1863.",University of Zaragoza (Spain),French Invasion of Spain,Secular Martyrs,Sacrifice for the Nation,Violence,Etchings,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
Anonymous,"""Retrato del V. P. Juan de Prado primer Provincial de la provincia de san Diego. Martirizado en Marruecos año de 1631 a los 66 de su edad""",1691,"Díaz de San Buenaventura, Francisco : ""Sol de Marruecos, el V. Padre Fr. Juan de Prado"", Sevilla, 1691.","Biblioteca Nacional de España, Madrid (Spain)",Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Sacrificio a Vesta,1771,oil on canvas,"Colección Félix Palacios Remondo, Zaragoza (Spain)",Ancient Sacrifices,Pagan Sacrifice,Sacrificial Objects,Vesta,Iconography,,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Bosco
"Goya y Lucientes, Francisco (1746 - 1828)",Sacrificio a Pan,1771,oil on canvas,"Colección particular, Zaragoza (Spain)",Ancient Sacrifices,Pagan Sacrifice,Sacrificial Objects,Pan,Iconography,,JPG,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
Anonymous,"Juan de Prado, Martyr in Morocco (1631)",[ unknown ],,[ unknown ],Juan de Prado,Martyrdom,Morocco,Franciscans (O.F.M.),Iconography,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,"Non sono riuscito a rintracciare né l'autore né la provenienza dell'immagine / quadro / scultura. Che fare in questi casi, la lascio comunque o non la inserisco proprio?",Bosco
"Allet, Jean-Charles",Franciscan Matryrs in Morocco,1708,"Engraving in : San Juan del Puerto, Francisco de Jesús María de (O.F.M.), Mission historial de Marruecos: en que se trata de los martirios persecuciones y trabajos que han padecido los Missionarios y fruto que han cogido las Missiones que desde sus principios tuvo la Orden Seraphica en el imperio de Marruecos y continua la provincia de San Diego de Franciscos Descalços de Andalucia en el mismo Imperio... Escrita por Fr. Francisco de San Juan de el Puerto ... 1708",,Franciscans (O.F.M.),Martyrdom,Morocco,Catholic missions,Christian-Islamic relations,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Melchior Küsel (drawing by Karel Škréta),The Martyrdom of the Jesuit John Ogilvie (1615). Hanging and evisceration,1675,"Engraving for : Mathias Tanner, Societas Jesu usque ad sanguinis et vitae profusionem militans, Praga, 1675.","Mathias Tanner, ""Societas Jesu usque ad sanguinis et vitae profusionem militans, in Europa, Africa, Asia, et America, contra gentiles, Mahometanos, Judaeos, haereticos, impios, pro Deo, fide, Ecclesia, pietate, sive, Vita, et mors eorum, qui ex Societate Jesu in causa fide"", Praga, 1675.",Jesuits,Martyrdom,John Ogilvie,Hanging,Tortures,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
"Taparelli d'Azeglio, Massimo (1798 - 1866)",La morte del conte Josselin di Montmorency,1825,Oil on canvas,"Galleria Civica di Arte moderna e contemporanea, Turin (Italy)",Crusades,Holy War,Holy Land,"Josselin di Montmorency, Earl",Martyrdom,,JPG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
Anonymous,"Saint Pedro Pascual, Mercedarian, martyr in Granada (1300)",before 1676,"Sancti Petri Paschasii Martyris, Giennensis episcopi, orrdinis B. Mariae de mercede redemptionis captivorum opera ... Madrid, 1676.",,Mercedarians (O. de M.),"Pedro Pascual, Saint",Martyrdom,Granada,Hagiographies,,JPG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Ghirlandaio, Domenico (1448 - 1494)","The Trial by Fire, St. Francis before the Sultan of Egypt.",1486,Scene from a cycle of the Life of St. Francis of Assisi.,,Francis of Assisi,Egypt,Trial by Fire,Christian-Islamic relations,Anti-Islamic Controversy,,JPG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
[ Anonymous ? ],Martyrdom of the Italian Jesuit Tristano d'Attimis (1748),[ 19th century ? ],"Massara, E. Dei padri Tristano Francesco de Attimis e Giuseppe Henriquez della Compagnia di Gesù, Cividale del Fiuli, 1906.","The book is conserved in the Biblioteca Civica V. Joppi, Udine (Italy).",Jesuits,Tristano d'Attimis,Martyrdom,China,Catholic missionaries,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Anonymous,Muerte del jesuita Diego de San Vítores el año de 1672 a manos de los nativos de las Islas Marianas,1686,"García, Francisco, Istoria Della Conuersione alla nostra Santa Fede Dell’Isole Mariane, Naples, 1686","Library of Congress, Washington D.C.",Diego de San Vítores,Martyrdom,Jesuits,Catholic missions,Marianne Islands,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Anonymous,Mártires de Elicura,1646,"Ovalle, Alonso de, Historica relacion del reyno de Chile, Roma, 1646","The John Carter Brown Library at Brown University , Providence, Rhode Island",Martyrdom,Elicura,Chile,Catholic missions,,,JPG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Melchior Küsel (drawing by Karel Škréta),Muerte de los jesuitas Roque Gonzáles de Santa Cruz y Alonso Rodríguez a manos de los guaraníes (1628),1675,"Tanner, Mathias. Societas Iesu usque ad sanguinis et vitae profusionem militans, [...] in causa fidei, & virtutis propugnatae, violenta morte toto orbe sublati sunt, Praga, Typis Universitatis Carolo-Ferdinandeae in Collegio Societatis Jesu ad S. Clementem, 1675. Library of Congress, Washington, D.C.","The John Carter Brown Library at Brown University , Providence, Rhode Island",Jesuits,Martyrdom,Roque Gonzáles de Santa Cruz,Alonso Rodríguez,Native Americans,,PNG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Melchior Küsel (drawing by Karel Škréta),Muerte del padre Gonzalo de Tapia a manos de los nativos de Sinaloa,1675,"Tanner, Mathias. Societas Iesu usque ad sanguinis et vitae profusionem militans, [...] in causa fidei, & virtutis propugnatae, violenta morte toto orbe sublati sunt, Praga, Typis Universitatis Carolo-Ferdinandeae in Collegio Societatis Jesu ad S. Clementem, 1675. Library of Congress, Washington, D.C.","The John Carter Brown Library at Brown University , Providence, Rhode Island",Jesuits,Martyrdom,Gonzalo de Tapia,Sinaloa,Native Americans,,PNG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
"[ Mendieta, Gerónimo de ? ]",Muerte de un fraile franciscano a manos de los chichimecas.,[ 16th / 17th century ],"Mendieta, Gerónimo de, Historia eclesiástica Indiana","Original Manuscript in : Nettie Lee Benson Latin American Collection, University of Texas at Austin",Franciscans (O.F.M.),Martyrdom,Engravings,Native Americans,Catholic missionaries,,PNG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
"Pardo de Lago, Lázaro",Los mártires franciscanos de Nagasaki,1630,Oil on canvas,"Convento de La Recoleta , Cuzco (Perú)",Franciscans (O.F.M.),Martyrdom,Nagasaki,Catholic missions,Violence,,PNG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
F. Caussé,Martirdom of the Father Marcello Mastrilli in Nagasaki. October 1637.,1639,"Stafford, Ignacio , Historia de la Celestial vocación, missiones apostólicas, y gloriosa muerte del P. Marcelo Franco Mastrilli, Lisbon , 1639.","Bayerische Staatsbibliothek, Munich (Munchen)",Jesuits,Marcello Mastrilli,Nagasaki,Japan,Hagiographies,,PNG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
Melchior Küsel (drawing by Karel Škréta),"Martirio del padre Francisco Pacheco, junto a un jesuita español y otro italiano y seis coadjutores japoneses en Nagasaki el 20 de junio de 1626",1675,"Mathias Tanner, Societas Iesu usque ad sanguinis et vitae profusionem militans, [...] in causa fidei, & virtutis propugnatae, violenta morte toto orbe sublati sunt, Praga, Typis Universitatis Carolo-Ferdinandeae in Collegio Societatis Jesu ad S. Clementem, 1675.","Library of Congress, Washington, D.C.",Jesuits,Japan,Francisco Pacheco,Portuguese missionaries,Martyrdom,,JPEG,7. Sacrifices of self: Martirology and Catholic global missions (16th-18th century),,,,Bosco
"Heylan, Francisco de",Mártires de Ugíjar,1610,"Justino Antolínez de Burgos, Historia Eclesiástica de Granada, 1610.",Original work conserved in : Biblioteca y Archivo Histórico de la Abadía del Sacromonte (Granada).,Martyrdom,Ugíjar,Moriscos,Reconquista,christian-Islamic relations,,JPG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Heylan, Francisco de","Martirio de Juan Martínez Jáuregui, beneficiado de Mairena",1610,"Justino Antolínez de Burgos, Historia Eclesiástica de Granada, 1610.",Original work conserved in : Biblioteca y Archivo Histórico de la Abadía del Sacromonte (Granada).,Martyrdom,Juan Martínez Jáuregui,Mairena,Reconquista,christian-Islamic relations,,JPEG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
"Heylan, Anna","Portada de la ""Historia Eclesiástica de Granada"" [ Frontispiece of the book ]",1638,"Francisco Bermúdez de Pedraza, Historia Eclesiástica de Granada (Granada, 1638).","Biblioteca Nacional de España, Madrid",Granada,Historical Chronicle,Martyrdom,Saints,Iconography,,JPG,5. Sacrifices of self: Martyrology and crusades including Reconquista (12th-20th century),,,,Bosco
